"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Glycine, serine and threonine metabolism","10/40",0.186332704915053,0.864917481023604,0,0,1.48302848302848,2.49181629343068,"GCSH;GAMT;GRHPR;ALAS1;GLDC;CHDH;PGAM2;DLD;GCAT;GNMT"
"Cysteine and methionine metabolism","12/50",0.195125125196308,0.892410499059586,0,0,1.40505182650699,2.29601522366265,"MPST;AHCYL2;TST;GOT1;MDH1;MDH2;ADI1;DNMT3A;GOT2;KYAT1;GCLM;BCAT2"
"Cellular senescence","33/156",0.209758027336039,0.945431108717508,0,0,1.19434467971053,1.86532831309629,"CALML6;FOXO3;PPP1CB;PPP1CC;PPP3CB;PPP3CC;AKT2;HRAS;MAP2K6;MAP2K3;HIPK4;MAP2K2;SMAD3;TSC2;RRAS2;TSC1;HIPK3;MAPK12;MTOR;GADD45G;HIPK2;MRAS;RBL1;MAPKAPK2;VDAC3;VDAC2;VDAC1;CALM3;RAF1;SQSTM1;SLC25A4;PPID;MCU"
"Insulin secretion","19/86",0.221264536126286,0.983046724789644,0,0,1.26191701590569,1.90347095422442,"CAMK2B;CAMK2D;RAB3A;KCNJ11;ABCC8;CAMK2A;ATP1A4;ATP1B4;ADCY2;ATP1A2;ATP1B1;ADCY9;GNA11;GNAS;KCNN2;CACNA1S;PRKACA;CAMK2G;ATF4"
"Alanine, aspartate and glutamate metabolism","9/37",0.227825925111799,0.997941728306613,0,0,1.4298483312539,2.11499365763745,"ALDH4A1;ADSL;ALDH5A1;GOT1;GPT2;GOT2;GPT;ASPA;DDO"
"Tryptophan metabolism","10/42",0.231620504848903,0.999996283442021,0,0,1.39016857766858,2.03333702317369,"GCDH;HADHA;ECHS1;ALDH1B1;DLST;KYAT1;HADH;DLD;ACAT1;DHTKD1"
"Tight junction","35/169",0.241432229182535,0.999996283442021,0,0,1.16259343743077,1.65223881125694,"PATJ;PRKAA2;ROCK2;PRKAG1;NEDD4L;PPP2R2A;MYL6B;ACTR3B;YBX3;MYL12A;PRKAG3;AMOT;MAPK9;STK11;PPP2R1A;MYH14;SYMPK;WHAMM;PRKACA;SYNPO;MAP2K7;BVES;PRKAB2;JUN;RDX;SCRIB;TUBA4A;TJAP1;MYL2;PARD3;NEDD4;PPP2R2D;AMOTL1;NF2;TUBA8"
"Base excision repair","8/33",0.249815413076768,0.999996283442021,0,0,1.42336698499318,1.97425695300037,"POLB;NEIL2;PARP1;PARP2;POLD2;POLE3;POLL;UNG"
"Inflammatory mediator regulation of TRP channels","21/98",0.251451501539441,0.999996283442021,0,0,1.21353181320323,1.6752869115772,"MAP2K3;CYP2J2;CAMK2B;CAMK2D;CALML6;PLA2G4C;CAMK2A;ADCY2;PLA2G6;MAPK12;PPP1CB;PPP1CC;MAPK9;ADCY9;P2RY2;GNAS;PRKCQ;CALM3;PRKACA;CAMK2G;MAP2K6"
"Porphyrin and chlorophyll metabolism","10/43",0.25568084485799,0.999996283442021,0,0,1.34795952977771,1.83838132633352,"ALAS1;FECH;COX15;MMAB;UROS;HMBS;HCCS;FXN;COX10;EARS2"
"Sulfur metabolism","3/10",0.273436169829331,0.999996283442021,0,0,1.9057999221487,2.47122611146598,"MPST;TST;SUOX"
"Thiamine metabolism","4/15",0.291329562732135,0.999996283442021,0,0,1.61708664734012,1.99435317989803,"THTPA;NFS1;AK1;NTPCR"
"MAPK signaling pathway","58/294",0.293503510552936,0.999996283442021,0,0,1.09393300044541,1.341014920139,"ARAF;HSPB1;ECSIT;CRKL;IKBKB;PPP3CB;RPS6KA5;PPP3CC;AKT2;PRKACA;HRAS;MAP2K3;MAP2K4;MEF2C;DUSP3;MAP2K2;CACNA2D1;PLA2G4C;CACNA2D3;RRAS2;DUSP8;CACNB1;PPM1A;PPM1B;MRAS;MAPKAPK3;MAPKAPK2;MAPT;RAF1;SOS2;ATF4;SRF;NTF4;CACNG6;MAPK9;PAK1;ERBB4;MKNK2;MAP3K20;FLNC;CACNA1S;CACNG1;MAP2K7;MAP4K3;MAP2K5;MAP2K6;HSPA8;JUN;HSPA1L;EGF;VEGFB;HSPA2;MAPK12;GADD45G;FGF16;PPP5C;TAB2;FGFR4"
"Phenylalanine, tyrosine and tryptophan biosynthesis","2/6",0.304510311584254,0.999996283442021,0,0,2.22323617542904,2.64353970454436,"GOT1;GOT2"
"Phosphonate and phosphinate metabolism","2/6",0.304510311584254,0.999996283442021,0,0,2.22323617542904,2.64353970454436,"PCYT1A;PCYT2"
"Vitamin B6 metabolism","2/6",0.304510311584254,0.999996283442021,0,0,2.22323617542904,2.64353970454436,"PNPO;PDXP"
"Pentose phosphate pathway","7/30",0.30654768639703,0.999996283442021,0,0,1.35354254133163,1.60040427217623,"GPI;RGN;ALDOA;PFKM;PGM1;FBP2;RBKS"
"Type II diabetes mellitus","10/46",0.332048410436992,0.999996283442021,0,0,1.2354020687354,1.36199928559648,"IKBKB;MAPK9;PKM;KCNJ11;IRS1;ABCC8;SLC2A4;MAFA;MTOR;HK1"
"Oocyte meiosis","26/129",0.332798030876925,0.999996283442021,0,0,1.12294451351157,1.23548543646024,"YWHAE;CAMK2B;CAMK2D;CALML6;CAMK2A;CUL1;ADCY2;ANAPC11;PPP1CB;PPP1CC;PPP3CB;PPP3CC;PPP2R1A;PRKACA;CAMK2G;YWHAG;SKP1;SPDYE3;PPP2R5D;MAPK12;ADCY9;STAG3;ANAPC5;CALM3;CPEB3;CPEB4"
"RNA polymerase","7/31",0.338674232701669,0.999996283442021,0,0,1.29706537552282,1.4043542122053,"POLR3GL;POLR2C;POLR3D;POLR2D;POLR3E;POLR2I;POLR2J"
"mRNA surveillance pathway","20/98",0.338804253286885,0.999996283442021,0,0,1.14054482792506,1.23444903414376,"CPSF4;HBS1L;PABPC4;SSU72;PPP2R2A;PPP2R5D;PPP2R3B;MSI2;PPP2R3A;GSPT1;SMG5;PPP1CB;PPP1CC;DDX19A;DDX39B;NCBP2L;PPP2R1A;PPP2R2D;SYMPK;SAP18"
"Pantothenate and CoA biosynthesis","5/21",0.339463528379395,0.999996283442021,0,0,1.38963672300981,1.50134790326033,"ALDH1B1;PANK1;GADL1;UPB1;BCAT2"
"Legionellosis","12/57",0.350260267859888,0.999996283442021,0,0,1.18597833014659,1.24418469778962,"EEF1G;HBS1L;BCL2L13;HSPA8;HSPA1L;SAR1B;RAB1B;BNIP3;EEF1A2;HSF1;CYCS;HSPA2"
"Thyroid cancer","8/37",0.366940216586928,0.999996283442021,0,0,1.22673942701228,1.22987539226287,"RET;RXRB;RXRA;MAP2K2;TPM3;HRAS;RXRG;GADD45G"
"Endometrial cancer","12/58",0.374291892945601,0.999996283442021,0,0,1.16012493616617,1.14007719250112,"MAP2K2;EGF;AKT2;ARAF;CTNNA3;CTNNA2;RAF1;FOXO3;MLH1;HRAS;SOS2;GADD45G"
"Endocrine and other factor-regulated calcium reabsorption","11/53",0.37957923223299,0.999996283442021,0,0,1.16469662687576,1.12823221560812,"SLC8A3;ADCY9;CLTCL1;CLTB;ATP1A4;GNAS;ATP1B4;ATP1A2;ATP2B2;PRKACA;ATP1B1"
"Selenocompound metabolism","4/17",0.382258874519577,0.999996283442021,0,0,1.36813636077741,1.31567820642656,"TXNRD3;TXNRD2;TXNRD1;KYAT1"
"Amphetamine addiction","14/69",0.386597941257139,0.999996283442021,0,0,1.13199334144948,1.07581255433504,"CAMK2B;CAMK2D;JUN;CALML6;CAMK2A;PPP1CB;PPP1CC;PPP3CB;PPP3CC;GNAS;CALM3;PRKACA;CAMK2G;ATF4"
"Renal cell carcinoma","14/69",0.386597941257139,0.999996283442021,0,0,1.13199334144948,1.07581255433504,"EGLN1;FH;JUN;MAP2K2;CUL2;ARAF;PTPN11;CRKL;PAK1;AKT2;RAPGEF1;RAF1;HRAS;SOS2"
"Vascular smooth muscle contraction","26/133",0.396144741254903,0.999996283442021,0,0,1.08069876918425,1.00070071962628,"MYLK2;CALML6;ROCK2;ARAF;MYL6B;ADCY2;PLA2G6;MYLK3;MYLK4;PPP1CB;PPP1CC;GNA11;MYH14;CACNA1S;PRKACA;PRKG1;PLA2G12A;MAP2K2;PLA2G4C;ADCY9;GNAS;PRKCQ;CALM3;RAF1;PPP1R12B;RAMP1"
"Glioma","15/75",0.402580266210229,0.999996283442021,0,0,1.11174138873701,1.01152989028192,"CAMK2B;CAMK2D;MAP2K2;CALML6;EGF;CAMK2A;ARAF;MTOR;GADD45G;AKT2;CALM3;RAF1;HRAS;SOS2;CAMK2G"
"Central carbon metabolism in cancer","14/70",0.408924762444536,0.999996283442021,0,0,1.11171084995901,0.994118628444409,"RET;MAP2K2;PDHA1;PGAM2;IDH2;PDHB;MTOR;HK1;SIRT3;PKM;AKT2;RAF1;HRAS;PFKM"
"Protein export","5/23",0.418839564044831,0.999996283442021,0,0,1.23508118260027,1.07485080858209,"SEC61A2;IMMP1L;OXA1L;IMMP2L;SRP68"
"Vasopressin-regulated water reabsorption","9/44",0.419409624487422,0.999996283442021,0,0,1.14338739862757,0.993497557404217,"RAB5B;ADCY9;DCTN4;ARHGDIG;GNAS;AQP4;PRKACA;DYNLL2;DYNC1I1"
"Other glycan degradation","4/18",0.427437599601238,0.999996283442021,0,0,1.27033446248491,1.07971692359729,"NEU3;NEU4;GBA2;ENGASE"
"Non-small cell lung cancer","14/72",0.453680966573996,0.999996283442021,0,0,1.07324405575294,0.848250293186637,"RET;STAT5B;MAP2K2;EGF;ARAF;FOXO3;GADD45G;RXRB;RXRA;AKT2;RAF1;HRAS;SOS2;RXRG"
"Shigellosis","46/246",0.471943032351195,0.999996283442021,0,0,1.02266611524676,0.767916912675666,"RNF31;GSK3A;UBE2D4;ROCK2;UBE2D2;CUL1;UBE2D1;FOXO6;FOXO4;FOXO3;ACTR3B;MYL12A;CRKL;HK1;IKBKB;RPTOR;MAPK9;RPS6KA5;SHARPIN;UBB;AKT2;SKP1;GABARAPL2;JUN;BNIP3;WIPI1;ATG14;MAPK12;MTOR;MYLPF;TNIP1;RRAGB;MYL2;RRAGD;AKT1S1;BCL2;CYCS;PRKCQ;VDAC1;TAB2;TLN2;PLCD3;PLCD4;SQSTM1;PPID;PFN2"
"Bladder cancer","8/41",0.487534861127123,0.999996283442021,0,0,1.07777915581463,0.774269519599023,"RPS6KA5;MAP2K2;EGF;DAPK2;ARAF;RAF1;HRAS;UPK3A"
"Salmonella infection","46/249",0.508256398680339,0.999996283442021,0,0,1.00736539446217,0.681753909310961,"RAB5B;HSP90AB1;ROCK2;FHOD1;DCTN4;DCTN3;ACTR3B;MYL12A;TXN2;IKBKB;KLC4;FYCO1;MAPK9;PAK1;ACTR1B;KLC2;AKT2;KPNA4;FLNC;MAP2K7;HRAS;KPNA3;RILP;DYNC1I1;SKP1;KPNA1;MAP2K6;MAP2K3;MAP2K4;JUN;MAP2K2;DYNLL2;TUBA4A;MAPK12;MYLPF;MYL2;EXOC4;BCL2;CYCS;PLEKHM2;TAB2;RAF1;GAPDH;RAB9B;PFN2;TUBA8"
"VEGF signaling pathway","11/59",0.530807518528534,0.999996283442021,0,0,1.01873407063535,0.645221144623147,"PPP3CB;PPP3CC;MAP2K2;MAPKAPK3;AKT2;PLA2G4C;MAPKAPK2;HSPB1;RAF1;HRAS;MAPK12"
"Prolactin signaling pathway","13/70",0.530819064774569,0.999996283442021,0,0,1.01385293835682,0.642107597804733,"STAT5B;MAP2K2;GALT;FOXO3;MAPK12;CYP17A1;MAPK9;AKT2;RAF1;SOCS6;HRAS;SOS2;SOCS7"
"Aldosterone-regulated sodium reabsorption","7/37",0.531863687551728,0.999996283442021,0,0,1.03727041280233,0.654899396690519,"IRS1;ATP1A4;NEDD4L;ATP1B4;ATP1A2;ATP1B1;NR3C2"
"Aldosterone synthesis and secretion","18/98",0.540973812082218,0.999996283442021,0,0,1.00015731874145,0.614481061991461,"CAMK2B;CAMK2D;CALML6;CAMK2A;ATP1A4;ATP1B4;ADCY2;ATP1A2;ATP2B2;ATP1B1;ADCY9;GNA11;GNAS;CALM3;CACNA1S;PRKACA;CAMK2G;ATF4"
"Glycerophospholipid metabolism","18/98",0.540973812082218,0.999996283442021,0,0,1.00015731874145,0.614481061991461,"ACHE;PLA2G12A;DGKD;PCYT2;PCYT1A;PNPLA7;DGKB;PLA2G4C;PLA2G6;TAZ;AGPAT1;CRLS1;AGPAT3;ETNPPL;GNPAT;GPAT3;GPD1L;LPIN1"
"Long-term depression","11/60",0.555054064644082,0.999996283442021,0,0,0.997882276886724,0.587443074303727,"RYR1;MAP2K2;PPP2R1A;GNA11;PLA2G4C;ARAF;GNAS;NOS1;RAF1;HRAS;PRKG1"
"Viral myocarditis","11/60",0.555054064644082,0.999996283442021,0,0,0.997882276886724,0.587443074303727,"SGCD;SGCA;SGCB;DAG1;CYCS;DMD;EIF4G3;SGCG;MYH6;MYH7;EIF4G1"
"Fluid shear stress and atherosclerosis","25/139",0.580732479811237,0.999996283442021,0,0,0.974638831178824,0.529682166457275,"HSP90AB1;PRKAA2;CALML6;MGST3;KEAP1;TXN2;IKBKB;MAPK9;AKT2;GPC1;MAP2K7;MAP2K5;MAP2K6;MEF2A;GSTM4;MAP2K4;MEF2C;GSTM2;JUN;CAV3;ACVR2B;MAPK12;BCL2;CALM3;SQSTM1"
"PD-L1 expression and PD-1 checkpoint pathway in cancer","16/89",0.580831474049534,0.999996283442021,0,0,0.974164765639925,0.529258482091758,"MAP2K3;JUN;MAP2K2;CSNK2A1;EGF;PTPN11;MAPK12;MTOR;IKBKB;PPP3CB;PPP3CC;AKT2;PRKCQ;RAF1;HRAS;MAP2K6"
"Pyrimidine metabolism","10/56",0.593392959189622,0.999996283442021,0,0,0.966242922764662,0.504280670570529,"NT5C3A;UCK1;RRM2B;ENTPD5;NT5C1A;NT5M;NT5C2;UPB1;DHODH;UCKL1"
"Terpenoid backbone biosynthesis","4/22",0.595063587341971,0.999996283442021,0,0,0.987795645195482,0.51275188762398,"IDI1;ICMT;IDI2;ACAT1"
"Melanogenesis","18/101",0.596631540215708,0.999996283442021,0,0,0.963829050813377,0.497774854539469,"CAMK2B;CAMK2D;MAP2K2;CALML6;CAMK2A;FZD9;MITF;ADCY2;WNT9A;ADCY9;DVL1;GNAS;DVL3;CALM3;PRKACA;RAF1;HRAS;CAMK2G"
"Purine metabolism","23/129",0.5984048871274,0.999996283442021,0,0,0.964287929697596,0.495149977045096,"ADSL;GDA;ENTPD5;PDE4D;AK1;PDE4C;PRUNE1;AK3;GMPR;AMPD1;ADCY2;NTPCR;NT5C2;NT5C3A;PDE11A;ADCY9;PKM;RRM2B;IMPDH2;NT5C1A;NT5M;PDE7A;PGM1"
"ABC transporters","8/45",0.600998538676271,0.999996283442021,0,0,0.961026510821872,0.489318925999071,"ABCA10;ABCC2;ABCB6;ABCA5;ABCB7;ABCC8;ABCB4;ABCC12"
"Ovarian steroidogenesis","9/51",0.609457947100876,0.999996283442021,0,0,0.952413443543356,0.471621163598249,"CYP2J2;ADCY9;PLA2G4C;ACOT2;GNAS;ACOT1;ADCY2;PRKACA;CYP17A1"
"Fc epsilon RI signaling pathway","12/68",0.609990027002319,0.999996283442021,0,0,0.952374448823506,0.470770757709105,"MAP2K3;MAP2K4;MAPK9;MAP2K2;AKT2;PLA2G4C;RAF1;MAP2K7;HRAS;SOS2;MAPK12;MAP2K6"
"Glutathione metabolism","10/57",0.617277638171942,0.999996283442021,0,0,0.945626477541371,0.456204610362207,"GSTM4;GGT7;GSTM2;RRM2B;MGST3;ODC1;IDH2;OPLAH;GCLM;PRDX6"
"Growth hormone synthesis, secretion and action","21/119",0.617485273579698,0.999996283442021,0,0,0.952257080269128,0.459083194788806,"MAP2K3;MAP2K4;STAT5B;MAP2K2;IRS1;ADCY2;MAPK12;MTOR;CRKL;MAPK9;ADCY9;AKT2;GNA11;GNAS;CACNA1S;PRKACA;RAF1;HRAS;SOS2;ATF4;MAP2K6"
"Circadian entrainment","17/97",0.625721402290178,0.999996283442021,0,0,0.94433465536105,0.44275135152401,"RYR1;CAMK2B;CAMK2D;CALML6;CAMK2A;ADCY2;RYR3;PER1;RPS6KA5;ADCY9;PER3;GNAS;CALM3;NOS1;PRKACA;CAMK2G;PRKG1"
"Taurine and hypotaurine metabolism","2/11",0.627206236510741,0.999996283442021,0,0,0.987802294258301,0.460789882432056,"GGT7;GADL1"
"Necroptosis","28/159",0.629499061731619,0.999996283442021,0,0,0.949723033749045,0.439561181653207,"CAMK2B;RNF31;CAMK2D;HSP90AB1;FAF1;CAMK2A;VPS4A;SPATA2;PYGM;MAPK9;SHARPIN;AIFM1;DNM1L;CAMK2G;STAT5B;PARP1;USP21;PLA2G4C;VDAC3;BCL2;VDAC2;VDAC1;PGAM5;CHMP6;SQSTM1;RNF103-CHMP3;SLC25A4;PPID"
"Colorectal cancer","15/86",0.631159157667128,0.999996283442021,0,0,0.938864460684281,0.432062812317535,"JUN;MAP2K2;SMAD3;EGF;ARAF;MLH1;MTOR;GADD45G;MAPK9;AKT2;BCL2;CYCS;RAF1;HRAS;SOS2"
"D-Glutamine and D-glutamate metabolism","1/5",0.637478356605362,0.999996283442021,0,0,1.11131535947712,0.500353018585513,"DGLUCY"
"Neomycin, kanamycin and gentamicin biosynthesis","1/5",0.637478356605362,0.999996283442021,0,0,1.11131535947712,0.500353018585513,"HK1"
"HIF-1 signaling pathway","19/109",0.63820630025265,0.999996283442021,0,0,0.938098278902877,0.421294020729487,"CAMK2B;EGLN1;CAMK2D;MAP2K2;PDHA1;EGF;CUL2;CAMK2A;PDHB;ENO3;MTOR;HK1;AKT2;MKNK2;BCL2;ALDOA;GAPDH;CAMK2G;PFKM"
"Choline metabolism in cancer","17/98",0.643507922930694,0.999996283442021,0,0,0.932618796769052,0.411117894443694,"SLC22A3;JUN;DGKD;MAP2K2;SLC22A5;PCYT1A;DGKB;EGF;PLA2G4C;TSC2;TSC1;MTOR;MAPK9;AKT2;RAF1;HRAS;SOS2"
"Dopaminergic synapse","23/132",0.645233249828063,0.999996283442021,0,0,0.937574462737213,0.41079206277948,"CAMK2B;GSK3A;CAMK2D;CALML6;CAMK2A;PPP2R2A;PPP2R5D;PPP2R3B;PPP2R3A;MAPK12;PPP1CB;PPP1CC;MAPK9;PPP3CB;PPP3CC;PPP2R1A;AKT2;PPP2R2D;GNAS;CALM3;PRKACA;CAMK2G;ATF4"
"Carbohydrate digestion and absorption","8/47",0.652692750177629,0.999996283442021,0,0,0.911631161017246,0.388946323420988,"AMY2B;AKT2;ATP1A4;ATP1B4;ATP1A2;SLC37A4;ATP1B1;HK1"
"Salivary secretion","16/93",0.655493360841203,0.999996283442021,0,0,0.92333152218304,0.389984861258001,"AMY2B;CALML6;ATP1A4;ATP1B4;ADCY2;ATP1A2;ATP2B2;ADRB2;ATP1B1;RYR3;ADCY9;GNAS;CALM3;NOS1;PRKACA;PRKG1"
"Chronic myeloid leukemia","13/76",0.657750652124704,0.999996283442021,0,0,0.916957238268714,0.384140315957504,"STAT5B;MAP2K2;SMAD3;CTBP1;ARAF;PTPN11;CRKL;GADD45G;IKBKB;AKT2;RAF1;HRAS;SOS2"
"Tyrosine metabolism","6/36",0.670531480748523,0.999996283442021,0,0,0.888846468502863,0.355258268520688,"PNMT;GSTZ1;FAHD1;ADH1C;GOT1;GOT2"
"TGF-beta signaling pathway","16/94",0.673024051634747,0.999996283442021,0,0,0.911437846630628,0.36090588313782,"SMAD3;AMHR2;ZFYVE9;NOG;CUL1;RGMB;ACVR2B;RGMA;BMP5;INHBE;RBL1;HJV;PPP2R1A;AMH;PITX2;SKP1"
"Amino sugar and nucleotide sugar metabolism","8/48",0.677015368117202,0.999996283442021,0,0,0.888785811732606,0.346680954484628,"GPI;CYB5R1;GALT;UGP2;MPI;CYB5RL;PGM1;HK1"
"Ribosome","27/158",0.692552437017818,0.999996283442021,0,0,0.915553173403458,0.336347980097499,"MRPS17;MRPS15;MRPS16;MRPS11;MRPL19;MRPL16;MRPS10;MRPL14;MRPL15;MRPL12;MRPL34;MRPL35;MRPL10;MRPL33;MRPL4;MRPL20;MRPL2;MRPL1;MRPS18A;MRPS2;MRPS7;MRPL24;MRPL21;RPL3L;MRPS5;MRPL30;MRPS9"
"Bile secretion","15/90",0.702957987899342,0.999996283442021,0,0,0.888572990705303,0.313184792554682,"ABCC2;SCT;ABCB4;ATP1A4;ATP1B4;AQP4;ADCY2;ATP1A2;ATP1B1;SLC9A3;ADCY9;RXRA;GNAS;KCNN2;PRKACA"
"Glycerolipid metabolism","10/61",0.705048551383499,0.999996283442021,0,0,0.87124557712793,0.304490406878253,"DGKD;AKR1B10;DGAT1;ALDH1B1;DGKB;AKR1B1;GPAT3;AGPAT1;LPIN1;AGPAT3"
"cAMP signaling pathway","37/216",0.707815497038465,0.999996283442021,0,0,0.918001856051527,0.317235569086661,"CAMK2B;CAMK2D;VIPR2;CALML6;ROCK2;CAMK2A;ATP1A4;ATP2A2;ADCY2;ATP2A1;ATP1A2;ADRB2;PPP1CB;PPP1CC;MAPK9;PAK1;PLN;AKT2;TNNI3;CACNA1S;PRKACA;AMH;CAMK2G;JUN;MAP2K2;PDE4D;PDE4C;RRAS2;ATP1B4;ATP2B2;ATP1B1;ADCY9;FXYD1;GNAS;CALM3;PPARA;RAF1"
"RNA degradation","13/79",0.713560095050907,0.999996283442021,0,0,0.875115913230667,0.295341661802158,"HSPA9;TTC37;PABPC4;DIS3L;TOB2;ENO3;TOB1;LSM4;EXOSC7;CNOT4;EXOSC5;CNOT7;PFKM"
"C-type lectin receptor signaling pathway","17/104",0.740411212358486,0.999996283442021,0,0,0.867979576951131,0.26087087538252,"JUN;CALML6;RRAS2;PTPN11;MAPK12;IKBKB;MAPK9;PPP3CB;PAK1;PPP3CC;MRAS;AKT2;MAPKAPK2;CALM3;RAF1;IL17D;HRAS"
"Biosynthesis of unsaturated fatty acids","4/27",0.757442732047113,0.999996283442021,0,0,0.772820458127437,0.214695200186223,"HACD1;TECR;ACOT2;ACOT1"
"Gap junction","14/88",0.764415389753587,0.999996283442021,0,0,0.840364004343234,0.22575869186922,"MAP2K2;EGF;ADCY2;TUBA4A;ADCY9;GNA11;GNAS;PRKACA;RAF1;HRAS;SOS2;PRKG1;MAP2K5;TUBA8"
"Parathyroid hormone synthesis, secretion and action","17/106",0.768621862579296,0.999996283442021,0,0,0.848369925995132,0.223253769081424,"MEF2A;MEF2C;PDE4D;PDE4C;ARAF;ADCY2;RXRB;ADCY9;RXRA;GNA11;BCL2;GNAS;PRKACA;RAF1;MEF2D;RXRG;ATF4"
"Cholinergic synapse","18/113",0.783150284606518,0.999996283442021,0,0,0.841460148318813,0.205678665345359,"CAMK2B;ACHE;CAMK2D;KCNJ12;CAMK2A;ADCY2;ADCY9;AKT2;GNA11;BCL2;KCNQ4;KCNQ5;CACNA1S;PRKACA;HRAS;CAMK2G;KCNJ2;ATF4"
"Ferroptosis","6/41",0.789609653443386,0.999996283442021,0,0,0.761634656589661,0.179910722515948,"MAP1LC3B;MAP1LC3A;PCBP1;VDAC3;VDAC2;GCLM"
"Histidine metabolism","3/22",0.797019863203871,0.999996283442021,0,0,0.70162053635451,0.159180634911097,"ALDH1B1;CARNS1;ASPA"
"Riboflavin metabolism","1/8",0.802813839060383,0.999996283442021,0,0,0.634920634920635,0.139449157916047,"FLAD1"
"Linoleic acid metabolism","4/29",0.806339185507078,0.999996283442021,0,0,0.71090760425184,0.153023430048378,"CYP2J2;PLA2G12A;PLA2G4C;PLA2G6"
"Inositol phosphate metabolism","11/73",0.808753023225587,0.999996283442021,0,0,0.788019062384384,0.167266261896086,"ALDH6A1;TPI1;MTMR3;INPP5A;IMPA2;ITPKA;INPPL1;INPP5J;PIP4K2B;PLCD3;PLCD4"
"Acute myeloid leukemia","10/67",0.810472048460112,0.999996283442021,0,0,0.7792481476692,0.163749978581004,"IKBKB;STAT5B;MAP2K2;AKT2;ZBTB16;ARAF;RAF1;HRAS;SOS2;MTOR"
"Hippo signaling pathway","26/163",0.81516401730063,0.999996283442021,0,0,0.842488276535659,0.172175906692208,"YWHAE;CRB1;PATJ;PPP2R2A;AMOT;PPP1CB;PPP1CC;PAK1;PPP2R1A;DVL1;DVL3;CTNNA3;CTNNA2;AMH;TEAD1;YWHAG;TEAD3;TEAD4;SMAD3;FZD9;SCRIB;WNT9A;BMP5;PARD3;PPP2R2D;NF2"
"Regulation of lipolysis in adipocytes","8/55",0.816216366425635,0.999996283442021,0,0,0.756088357377144,0.153543251244823,"ADCY9;IRS1;AKT2;GNAS;ADCY2;ADRB2;PRKACA;PRKG1"
"Renin-angiotensin system","3/23",0.821748297508905,0.999996283442021,0,0,0.66649863760218,0.130847771160878,"NLN;PREP;THOP1"
"PPAR signaling pathway","11/74",0.822736935702429,0.999996283442021,0,0,0.775463143568004,0.151307414833065,"RXRB;FABP3;RXRA;CPT2;FABP7;ME3;ACADM;PPARA;CPT1B;RXRG;PLIN5"
"Proteoglycans in cancer","33/205",0.824153576898607,0.999996283442021,0,0,0.851512586250958,0.164681160442399,"CAMK2B;CAMK2D;ROCK2;CAMK2A;ARAF;HSPB2;PPP1CB;PPP1CC;PAK1;ERBB4;AKT2;GPC1;DROSHA;FLNC;PRKACA;HRAS;CAMK2G;EIF4B;MAP2K2;CAV3;RDX;FZD9;RRAS2;PTPN11;ANK3;WNT9A;ANK1;MAPK12;MTOR;MRAS;RAF1;PPP1R12B;SOS2"
"Regulation of actin cytoskeleton","35/218",0.834737084215911,0.999996283442021,0,0,0.848721900281485,0.153311827996788,"MYLK2;ROCK2;ARAF;ITGAE;ACTR3B;MYL12A;ARHGAP35;MYLK3;CRKL;MYLK4;PPP1CB;PPP1CC;PAK1;CFL2;MYH14;PIP4K2B;ITGB6;HRAS;MAP2K2;EGF;RDX;RRAS2;SSH2;MYLPF;FGF16;MRAS;MYL2;ARHGEF4;ITGA7;RAF1;FGFR4;PPP1R12B;SOS2;PFN2;ARHGEF6"
"Vibrio cholerae infection","7/50",0.836741631042418,0.999996283442021,0,0,0.723099760210102,0.128885258367505,"SEC61A2;ATP6V1G2;ADCY9;GNAS;PRKACA;ATP6V1E2;ATP6V1D"
"Wnt signaling pathway","26/166",0.842403935620047,0.999996283442021,0,0,0.824282188883231,0.141360806682848,"CAMK2B;CAMK2D;CTBP1;ROCK2;CAMK2A;CUL1;PRICKLE3;MAPK9;PPP3CB;PPP3CC;DVL1;DVL3;RSPO3;PRKACA;CAMK2G;SKP1;TLE2;JUN;TLE1;SMAD3;CSNK2A1;FZD9;WNT9A;SENP2;NOTUM;LGR5"
"Nitrogen metabolism","2/17",0.846884540560481,0.999996283442021,0,0,0.592463452283665,0.0984620399041371,"CA3;CA14"
"Phenylalanine metabolism","2/17",0.846884540560481,0.999996283442021,0,0,0.592463452283665,0.0984620399041371,"GOT1;GOT2"
"Estrogen signaling pathway","21/137",0.849475556439356,0.999996283442021,0,0,0.803600766703176,0.131096304953574,"NCOA1;HSPA8;JUN;MAP2K2;HSP90AB1;HSPA1L;CALML6;ADCY2;HSPA2;ADCY9;AKT2;BCL2;GNAS;CALM3;PRKACA;FKBP4;RAF1;HRAS;SOS2;ATF4;FKBP5"
"Epithelial cell signaling in Helicobacter pylori infection","10/70",0.851280962088291,0.999996283442021,0,0,0.74014924014924,0.119173686376703,"IKBKB;MAP2K4;MAPK9;PAK1;JUN;ATP6V1G2;PTPN11;ATP6V1E2;ATP6V1D;MAPK12"
"Th17 cell differentiation","16/107",0.851382077302286,0.999996283442021,0,0,0.780607415554093,0.12559526548443,"STAT5B;JUN;SMAD3;HSP90AB1;RORC;MAPK12;MTOR;IKBKB;RXRB;MAPK9;PPP3CB;PPP3CC;RXRA;PRKCQ;IL17D;RXRG"
