"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"NF-kappa B signaling pathway","7/104",0.99982073658577,0.999996283442021,0,0,0.319486392090033,5.72773554664987e-05,"IKBKB;CSNK2A1;PARP1;BCL2;PRKCQ;TAB2;GADD45G"
"Leishmaniasis","4/77",0.999836081891734,0.999996283442021,0,0,0.242744654398011,3.97935060678038e-05,"JUN;EEF1A2;TAB2;MAPK12"
"Alcoholism","17/186",0.999856507915186,0.999996283442021,0,0,0.444573563114213,6.37973647424111e-05,"HDAC4;HDAC5;CALML6;HDAC11;ARAF;HDAC9;PPP1CB;PPP1CC;PKIA;GNAS;CALM3;PRKACA;RAF1;HRAS;SOS2;ATF4;SLC29A2"
"Natural killer cell mediated cytotoxicity","10/131",0.999856947363354,0.999996283442021,0,0,0.365639869772101,5.23094890283537e-05,"PPP3CB;PAK1;MAP2K2;PPP3CC;ARAF;SH2D1B;PTPN11;RAF1;HRAS;SOS2"
"Antigen processing and presentation","4/78",0.999860705919312,0.999996283442021,0,0,0.239449588591044,3.33562335307684e-05,"HSPA8;HSP90AB1;HSPA1L;HSPA2"
"Retinol metabolism","3/68",0.999865132262859,0.999996283442021,0,0,0.204510584783064,2.75837399111341e-05,"DGAT1;ADH1C;PNPLA4"
"Human papillomavirus infection","37/331",0.999877484094096,0.999996283442021,0,0,0.554939082343609,6.79930295938822e-05,"PATJ;PPP2R2A;UBE3A;RFNG;IKBKB;PPP2R1A;AKT2;DVL1;DVL3;ITGB6;PRKACA;ATP6V1E2;HRAS;ATP6V1D;HES6;ATP6V1G2;MAP2K2;EGF;FZD9;TSC2;SCRIB;TSC1;PPP2R5D;PPP2R3B;WNT9A;PPP2R3A;MTOR;PKM;RBL1;PARD3;PSMC1;COL4A3;PPP2R2D;GNAS;ITGA7;RAF1;SOS2"
"Ribosome biogenesis in eukaryotes","7/108",0.999899334286767,0.999996283442021,0,0,0.306757844360541,3.0881551575014e-05,"POP7;CSNK2A1;SBDS;DROSHA;SNU13;RPP25L;MDN1"
"PI3K-Akt signaling pathway","40/354",0.999900412591347,0.999996283442021,0,0,0.561484341168447,5.59195550242167e-05,"YWHAE;CSF3;HSP90AB1;PRKAA2;IRS1;PPP2R2A;FOXO3;IKBKB;RPTOR;NTF4;GYS1;STK11;RXRA;PPP2R1A;ERBB4;AKT2;MLST8;ITGB6;HRAS;YWHAG;EIF4B;MAP2K2;EGF;VEGFB;TSC2;TSC1;PPP2R5D;PPP2R3B;PPP2R3A;MTOR;FGF16;CDC37;COL4A3;PPP2R2D;BCL2;ITGA7;RAF1;FGFR4;SOS2;ATF4"
"Pathways in cancer","66/531",0.999922142852567,0.999996283442021,0,0,0.624169848949623,4.85979758270768e-05,"RET;HSP90AB1;CALML6;ARAF;KEAP1;CRKL;IKBKB;RPS6KA5;AKT2;PRKACA;HRAS;NKX3-1;SKP1;NCOA1;MAP2K2;TPM3;DAPK2;MITF;WNT9A;ADCY9;COL4A3;RAF1;SOS2;CAMK2B;FH;CAMK2D;CTBP1;ROCK2;MGST3;CUL2;CAMK2A;CUL1;ADCY2;RXRB;MAPK9;RXRA;GNA11;DVL1;DVL3;CTNNA3;CTNNA2;RXRG;CAMK2G;GSTM4;EGLN1;ZBTB17;STAT5B;GSTM2;JUN;SMAD3;TXNRD3;TXNRD2;EGF;ZBTB16;TXNRD1;FZD9;VEGFB;MLH1;MTOR;GADD45G;FGF16;BCL2;GNAS;CYCS;CALM3;FGFR4"
"Intestinal immune network for IgA production","1/48",0.999938877097674,0.999996283442021,0,0,0.0943308765586613,5.76595317186688e-06,"MADCAM1"
"Malaria","1/50",0.999958268187578,0.999996283442021,0,0,0.09046952114179,3.77553586675845e-06,"CSF3"
"Chemokine signaling pathway","16/192",0.999969210877663,0.999996283442021,0,0,0.401496507320954,1.23619153889796e-05,"STAT5B;GSK3A;ROCK2;ADCY2;FOXO3;CRKL;IKBKB;PAK1;ADCY9;GRK4;AKT2;PARD3;PRKACA;RAF1;HRAS;SOS2"
"Pathogenic Escherichia coli infection","16/197",0.999981392714138,0.999996283442021,0,0,0.390284582508079,7.26220435947004e-06,"JUN;ROCK2;WIPF3;PTPN11;ACTR3B;TUBA4A;MAPK12;IKBKB;MAPK9;PAK1;MYH14;CYCS;TAB2;ABCF2;GAPDH;TUBA8"
"Neutrophil extracellular trap formation","15/189",0.999981454094908,0.999996283442021,0,0,0.380672498633133,7.05998149781134e-06,"HDAC4;HDAC5;MAP2K2;HDAC11;HDAC9;MAPK12;MTOR;CLCN4;AKT2;PPIF;VDAC3;VDAC2;VDAC1;RAF1;SLC25A4"
"Rheumatoid arthritis","4/93",0.999985624810483,0.999996283442021,0,0,0.198909172201959,2.85937759922944e-06,"JUN;ATP6V1G2;ATP6V1E2;ATP6V1D"
"Phagosome","10/152",0.999988383412144,0.999996283442021,0,0,0.311162635106297,3.61466908327657e-06,"SEC61A2;RAB5B;ATP6V1G2;NOS1;ATP6V1E2;ATP6V1D;RILP;TUBA4A;DYNC1I1;TUBA8"
"Complement and coagulation cascades","3/85",0.999990031163087,0.999996283442021,0,0,0.161942579916262,1.61438721518921e-06,"F8;C8G;SERPINA5"
"Influenza A","12/172",0.99999055658323,0.999996283442021,0,0,0.331200491668943,3.12767904530887e-06,"IKBKB;CPSF4;MAVS;MAP2K2;NLRX1;AKT2;CYCS;VDAC1;KPNA5;RAF1;SLC25A4;KPNA1"
"Herpes simplex virus 1 infection","44/498",0.999993709619867,0.999996283442021,0,0,0.423905324581838,2.66653401869371e-06,"ZNF253;ZNF273;ZNF471;ZNF25;IKBKB;PPP1CB;PPP1CC;AKT2;ZNF429;ZNF605;ZNF41;ZNF768;ZNF425;ZNF667;ZNF248;ZNF302;ZNF641;EIF2B5;ZNF285;EIF2B3;ZNF680;ZNF181;ZNF10;TSC2;PTPN11;TSC1;MTOR;ZNF33A;ZNF91;MAVS;ZNF418;ZNF517;ZNF74;ZNF879;BCL2;ZNF778;CYCS;ZNF777;TAB2;ZNF556;ZNF853;ZNF433;ZNF554;ZNF772"
"Olfactory transduction","10/440",0.999993914241712,0.999996283442021,0,0,0.100927566043845,6.14222640566243e-07,"SLC8A3;OR10Z1;CAMK2B;CAMK2D;CALML6;CAMK2A;CALM3;PRKACA;CAMK2G;PRKG1"
"Neuroactive ligand-receptor interaction","18/341",0.999994324655926,0.999996283442021,0,0,0.244011977315946,1.38485585922282e-06,"CHRNA1;CHRNB1;UCN;VIPR2;THRB;THRA;SCT;TACR2;ADRB2;ADRA2B;CRHR2;CHRND;P2RX6;CHRNG;PARD3;P2RY2;CHRNA10;GPR156"
"MicroRNAs in cancer","20/310",0.999994474608027,0.999996283442021,0,0,0.302764850807555,1.67289909809609e-06,"HDAC4;HDAC5;MAP2K2;IRS1;RDX;TPM1;DNMT3A;MTOR;CRKL;IKBKB;RPTOR;RPS6KA5;ZEB1;CCNG1;BCL2;SPRY2;ZFPM2;RAF1;HRAS;SOS2"
"Cytokine-cytokine receptor interaction","15/295",0.9999945522547,0.999996283442021,0,0,0.235008396469577,1.28026937459082e-06,"IL32;CNTFR;CSF3;CTF1;MSTN;AMHR2;IL11RA;GDF1;ACVR2B;BMP5;INHBE;GDF9;IL17D;INHA;AMH"
"Coronavirus disease","9/232",0.999994920187245,0.999996283442021,0,0,0.177384612371982,9.01082905134902e-07,"IKBKB;MAPK9;JUN;CSF3;MAVS;C8G;TAB2;RPL3L;MAPK12"
"Cell adhesion molecules","6/148",0.999995544590379,0.999996283442021,0,0,0.186493929489125,8.3090869866588e-07,"IGSF11;CDH4;CD99L2;MADCAM1;NCAM1;CDH15"
"Lysosome","5/128",0.999995622360133,0.999996283442021,0,0,0.179579931022865,7.86137986023378e-07,"LAPTM4B;CLTCL1;CLTB;HYAL4;AP3S2"
"Systemic lupus erythematosus","2/135",0.999995704520743,0.999996283442021,0,0,0.0663358204828333,2.84944752842579e-07,"C8G;SNRPD3"
"Hematopoietic cell lineage","2/99",0.999996083109354,0.999996283442021,0,0,0.0911574980271675,3.57054650571883e-07,"CSF3;IL11RA"
"Taste transduction","1/86",0.999996283442021,0.999996283442021,0,0,0.0520376778162245,1.93401406104087e-07,"PRKACA"
