"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Ras Protein Signal Transduction (GO:0007265)","18/144",0.977642501993052,0.999996292850528,0,0,0.633222591362126,0.0143179325726251,"ROCK2;ARHGDIG;RRAS2;PARK7;ARHGAP35;CRKL;CNKSR2;MRAS;DOK5;NKIRAS1;ORC3;NKIRAS2;G3BP2;RAPGEF1;RGL2;HRAS;SOS2;RALGPS1"
"Apoptotic Process (GO:0006915)","31/228",0.978043063497825,0.999996292850528,0,0,0.696931177993906,0.0154729717069933,"FASTKD2;ATP2A1;MRPS30;PDCD2L;RTN4;AKAP1;FXR1;BAG6;BCL2L13;STK11;AIFM1;PPP2R1A;FAM162A;CAPN3;C19ORF12;TBX1;DMPK;PARP1;DAPK2;ZBTB16;BNIP3;PAX3;TSC2;MTOR;BCL2;MAP3K10;VDAC1;NDUFS1;RAF1;GAPDH;ARHGEF6"
"Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)","10/90",0.978154742666013,0.999996292850528,0,0,0.554429429429429,0.012245903403341,"DDR1;CSF3;HAX1;MUSK;SEMA4D;EGF;NEDD4;DAB2IP;TSC2;NKX3-1"
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)","9/83",0.978305547006144,0.999996292850528,0,0,0.539496783901806,0.0118329110856993,"RYR1;SLC8A3;JPH2;IBTK;CACNA2D1;SCN4A;SCN5A;CACNA1S;JPH1"
"Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)","13/111",0.978704203212376,0.999996292850528,0,0,0.588203970112635,0.0126615750604722,"FAM89B;IGSF1;WFIKKN2;NOG;UBE2D1;TET1;HIPK2;PPM1A;BRMS1L;PIN1;SPRY2;STUB1;PPARA"
"Transcription Initiation At RNA Polymerase II Promoter (GO:0006367)","8/76",0.978705128387058,0.999996292850528,0,0,0.521916379102801,0.0112341866813005,"TAF6L;MED14;POLR2D;TAF8;MED9;TAF7;POLR2I;PPARGC1A"
"RNA-templated DNA Biosynthetic Process (GO:0006278)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"HSP90AB1"
"Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"CLDN12"
"Dopamine Metabolic Process (GO:0042417)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"PRKN"
"Embryonic Digestive Tract Development (GO:0048566)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"PKDCC"
"Epithelial Structure Maintenance (GO:0010669)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"POLR2D"
"Gastrulation (GO:0007369)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"MESP1"
"Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"MADCAM1"
"Phosphatidylcholine Biosynthetic Process (GO:0006656)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"PCYT1A"
"piRNA Processing (GO:0034587)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"MAEL"
"Positive Regulation Of Hormone Secretion (GO:0046887)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"RASL10B"
"Regulation Of B Cell Differentiation (GO:0045577)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"INHA"
"Regulation Of Behavior (GO:0050795)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"MTOR"
"Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"DOK5"
"Regulation Of Granulocyte Chemotaxis (GO:0071622)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"MSTN"
"snRNA Processing (GO:0016180)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"INTS11"
"Sphingosine Metabolic Process (GO:0006670)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"ASAH2"
"Steroid Hormone Biosynthetic Process (GO:0120178)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"CYP17A1"
"Telomere Maintenance Via Telomerase (GO:0007004)","1/19",0.978872250954806,0.999996292850528,0,0,0.246747155652384,0.00526907189674436,"HSP90AB1"
"RNA Biosynthetic Process (GO:0032774)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"TCEA2;TAF7"
"Establishment Of Mitotic Spindle Orientation (GO:0000132)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"NSFL1C;CDK5RAP2"
"Maintenance Of Blood-Brain Barrier (GO:0035633)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"CLDN12;DMD"
"Morphogenesis Of An Epithelium (GO:0002009)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"TRAF3IP1;DAG1"
"Peptidyl-Tyrosine Dephosphorylation (GO:0035335)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"DUSP3;PTPN11"
"Positive Regulation Of B Cell Proliferation (GO:0030890)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"MEF2C;BCL2"
"Positive Regulation Of Calcium Ion Transport (GO:0051928)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"CAMK2A;ATP2A1"
"Regulation Of Establishment Of Planar Polarity (GO:0090175)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"DVL1;DVL3"
"Regulation Of Spindle Assembly (GO:0090169)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"DRG1;CHMP6"
"Response To Alcohol (GO:0097305)","2/29",0.979127691477335,0.999996292850528,0,0,0.328904224300574,0.00693764733297609,"GOT2;SOD1"
"Amino Acid Transport (GO:0006865)","4/46",0.979198062362299,0.999996292850528,0,0,0.422718010616621,0.00888610157120128,"SLC36A2;SLC43A1;SLC38A3;SLC38A4"
"Antiviral Innate Immune Response (GO:0140374)","4/46",0.979198062362299,0.999996292850528,0,0,0.422718010616621,0.00888610157120128,"MAVS;TRIM7;DHX16;PHB2"
"Positive Regulation Of Peptide Hormone Secretion (GO:0090277)","4/46",0.979198062362299,0.999996292850528,0,0,0.422718010616621,0.00888610157120128,"UCN;RASL10B;POLR2D;MCU"
"Replication Fork Processing (GO:0031297)","4/46",0.979198062362299,0.999996292850528,0,0,0.422718010616621,0.00888610157120128,"ZRANB3;PARP1;CARM1;SETMAR"
"Response To Molecule Of Bacterial Origin (GO:0002237)","7/69",0.979422100641719,0.999996292850528,0,0,0.500919522024532,0.0104154064690222,"PRDX3;MAPKAPK3;MAPKAPK2;FBXO3;TAB2;NOS1;LIAS"
"Monoatomic Anion Transmembrane Transport (GO:0098656)","5/54",0.979587446354805,0.999996292850528,0,0,0.452840896445819,0.00933928606873096,"SLC26A9;SLC6A1;ANO5;SLC1A7;CLCN1"
"Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)","5/54",0.979587446354805,0.999996292850528,0,0,0.452840896445819,0.00933928606873096,"MAP2K3;MEF2C;ATP5F1A;ATP5F1B;HSPB1"
"Cellular Response To Type I Interferon (GO:0071357)","3/38",0.979863686052616,0.999996292850528,0,0,0.380506033476061,0.0077401825239006,"HDAC4;MAVS;TBKBP1"
"Import Into Cell (GO:0098657)","3/38",0.979863686052616,0.999996292850528,0,0,0.380506033476061,0.0077401825239006,"SLC47A1;SLC1A7;SLC29A2"
"Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702)","3/38",0.979863686052616,0.999996292850528,0,0,0.380506033476061,0.0077401825239006,"GPI;POLR2D;PHB2"
"Epithelial Cell Differentiation (GO:0030855)","16/132",0.980092272231195,0.999996292850528,0,0,0.611430133989609,0.0122949773412663,"FN3K;TBX1;MESP1;SIX1;ZDHHC7;SCRIB;PROX1;UPK3A;RAB10;TST;ERBB4;AKT2;ZNF703;HSF4;VDAC1;E2F8"
"RNA Methylation (GO:0001510)","6/62",0.980542330796817,0.999996292850528,0,0,0.475408079784955,0.00934151281466698,"THUMPD2;METTL5;TRMT13;SNRPD3;TFB2M;CBLL1"
"Positive Regulation Of JNK Cascade (GO:0046330)","8/77",0.981043401292274,0.999996292850528,0,0,0.514320738675683,0.00984336783506113,"SH3RF2;DAB2IP;MAP3K10;TNIK;TPD52L1;HRAS;GADD45G;HIPK2"
"Regulation Of Notch Signaling Pathway (GO:0008593)","7/70",0.981781938713205,0.999996292850528,0,0,0.492938109959387,0.00906318652259905,"MESP1;NEURL1;RITA1;HIF1AN;RFNG;SYNJ2BP;DLK1"
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)","5/55",0.982171341292912,0.999996292850528,0,0,0.443756815703381,0.00798296495766718,"FXR1;MEF2C;HOMER1;ATP1A2;HCN1"
"Positive Regulation Of Phosphorylation (GO:0042327)","31/231",0.982269789066896,0.999996292850528,0,0,0.686349533223504,0.0122782949119178,"DDR1;RET;ROCK2;TESK1;AKR1B1;CRKL;FXR1;CSRP3;PAK1;FXR2;ERBB4;AKT2;DVL3;AMH;HRAS;ROS1;NKX3-1;TBX1;MUSK;SEMA4D;LIMCH1;EGF;AKTIP;VEGFB;ATG14;FGF16;MAVS;PINK1;PIN1;TNIK;FGFR4"
"GPI Anchor Biosynthetic Process (GO:0006506)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"TP53INP2;PIGZ"
"Artery Morphogenesis (GO:0048844)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"TBX1;NOG"
"Homologous Chromosome Pairing At Meiosis (GO:0007129)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"BAG6;STAG3"
"Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"IKBKB;PAK1"
"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"MRPS11;TSR1"
"Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"BABAM1;FOXN3"
"Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"HOXA7;INHA"
"Positive Regulation Of Phosphate Metabolic Process (GO:0045937)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"EGF;AMH"
"Regulation Of Calcium-Mediated Signaling (GO:0050848)","2/30",0.982455696138456,0.999996292850528,0,0,0.317138187337043,0.00561335519034641,"RGN;MAPT"
"Positive Regulation Of Endothelial Cell Migration (GO:0010595)","9/85",0.982664917190112,0.999996292850528,0,0,0.525234859802344,0.00918483172171333,"MAP2K3;GPI;ATP5F1A;ATP5F1B;ROCK2;EGF;ATOH8;HSPB1;PROX1"
"Regulation Of Osteoblast Differentiation (GO:0045667)","9/85",0.982664917190112,0.999996292850528,0,0,0.525234859802344,0.00918483172171333,"MEF2C;SEMA4D;NOG;NBR1;LRP3;PRKACA;HDAC9;ACVR2B;ATF4"
"Protein Transport (GO:0015031)","44/313",0.982699923750065,0.999996292850528,0,0,0.72377717293877,0.0126309764931302,"C17ORF75;RAB5B;NECAB3;RAB3A;LMAN2L;STX17;SAR1B;RAB1B;USO1;MIA2;SNX13;VLDLR;DNAJC27;TIMM50;RAB21;GOLGA4;GRPEL1;RAB26;KIF13A;TOM1;TIMM17A;TIMM17B;EIF2D;TMED1;RILP;SEC31B;TRIM23;BBS2;DNAJC19;HSPA9;ARRDC2;PAM16;TIMM23;LMTK2;TIMM44;ANK3;TIMM21;LRP1B;RAB10;RAB12;PICK1;PREB;RAMP1;OPTN"
"DNA Unwinding Involved In DNA Replication (GO:0006268)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"TWNK"
"Actin Filament-Based Transport (GO:0099515)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"SYNE2"
"Anterior/Posterior Axis Specification (GO:0009948)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"MESP1"
"Cellular Response To Copper Ion (GO:0071280)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"HSF1"
"Cilium-Dependent Cell Motility (GO:0060285)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"GAS8"
"Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"GPR156"
"Mesoderm Formation (GO:0001707)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"MESP1"
"Microglial Cell Activation (GO:0001774)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"MAPT"
"Negative Regulation Of B Cell Activation (GO:0050869)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"INHA"
"Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"RHOQ"
"Phosphatidylglycerol Metabolic Process (GO:0046471)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"CRLS1"
"Positive Regulation Of Embryonic Development (GO:0040019)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"OXSR1"
"Positive Regulation Of Protein Processing (GO:0010954)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"HPN"
"protein-DNA Complex Disassembly (GO:0032986)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"SMARCD3"
"Response To Fibroblast Growth Factor (GO:0071774)","1/20",0.982755649607558,0.999996292850528,0,0,0.23374613003096,0.0040659592172451,"TBX1"
"Digestive Tract Development (GO:0048565)","3/39",0.982784121260206,0.999996292850528,0,0,0.369913714804723,0.00642384577580466,"PKDCC;COBL;PKD1"
"Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)","3/39",0.982784121260206,0.999996292850528,0,0,0.369913714804723,0.00642384577580466,"GPRC5B;SH3BP5L;DOK7"
"Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)","3/39",0.982784121260206,0.999996292850528,0,0,0.369913714804723,0.00642384577580466,"RYR1;IBTK;GHITM"
"Vitamin Transport (GO:0051180)","3/39",0.982784121260206,0.999996292850528,0,0,0.369913714804723,0.00642384577580466,"SLC2A4;SLC2A8;SLC19A2"
"Negative Regulation Of Programmed Cell Death (GO:0043069)","55/381",0.982863733141141,0.999996292850528,0,0,0.74614571993475,0.0128969734974377,"AVEN;ZFAND6;ARAF;HSPB1;TRIAP1;PHB2;RNF157;OPA1;SIX4;AKT2;MLST8;MYO18A;CAPN3;AMH;USP47;TSC22D1;OXSR1;SUPV3L1;RNF144B;HAX1;PAX7;PPIF;NAA35;VDAC1;RAF1;CRYAB;FXN;PRKAA2;MAPKAP1;GLO1;HPN;PSEN2;NOL3;HIGD1A;PRDX3;PRDX2;PRDX5;DPP8;BAG3;DPP9;ERBB4;BAG1;HSPA9;SEMA4D;BNIP3;HIPK3;MTOR;HIGD2A;SH3RF2;COPS5;GDNF;DNAJA3;BCL2;SPRY2;TPT1"
"Telomere Organization (GO:0032200)","6/63",0.98288678225171,0.999996292850528,0,0,0.46703888163277,0.00806171749139933,"PARP1;RUVBL2;MCRS1;SIRT2;UCHL5;EZH1"
"Cell-Cell Junction Assembly (GO:0007043)","7/71",0.98388823661052,0.999996292850528,0,0,0.485206117021277,0.00788118794699572,"PATJ;CDH4;ARVCF;CLDN12;ZNF703;CDH15;TLN2"
"Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)","7/71",0.98388823661052,0.999996292850528,0,0,0.485206117021277,0.00788118794699572,"HELQ;PARP1;VPS72;RUVBL2;DMAP1;HDGFL2;UBQLN4"
"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)","4/48",0.984432933090411,0.999996292850528,0,0,0.403454000346887,0.00632999397393889,"COG4;KIF1C;PICK1;USE1"
"RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)","5/56",0.984445428178686,0.999996292850528,0,0,0.43502897342143,0.00681986805782467,"TAF6L;MED14;TAF8;MED9;TAF7"
"Positive Regulation Of Protein Phosphorylation (GO:0001934)","54/377",0.984868664217014,0.999996292850528,0,0,0.7393178588752,0.0112723664712519,"CSF3;HSP90AB1;MSTN;ARAF;TESK1;PRKAG1;PARK7;CRKL;RPTOR;AKT2;NOS1;AMH;HRAS;NKX3-1;MAP2K3;MUSK;LIMCH1;AKTIP;ATG14;HAX1;ALS2;AKAP9;MAPRE3;TNIK;RAF1;PFN2;CAB39;ROCK2;FXR1;NTF4;PAK1;FXR2;ERBB4;ORC3;DVL3;TBX1;SEMA4D;EGF;VEGFB;GDF1;PTPN11;BMP5;INHBE;GDF9;FGF16;MAVS;PINK1;NEK10;PIN1;SPRY2;CALM3;TAB2;INHA;EIF4G1"
"mRNA Processing (GO:0006397)","28/214",0.984935127176658,0.999996292850528,0,0,0.666619466938065,0.0101189506738987,"CELF1;WBP4;SNU13;HTATSF1;USP39;TBRG4;ALKBH5;DHX16;RPRD1B;SNRPD3;RPRD1A;PRKACA;SNRNP35;PPARGC1A;HSPA8;SNRPN;GPKOW;PRPF40B;CWC15;RPRD2;LSM4;GCFC2;MBLAC1;DDX39B;NCBP2L;HNRNPA2B1;SNRNP27;PIN1"
"Endodermal Cell Differentiation (GO:0035987)","2/31",0.985265584823659,0.999996292850528,0,0,0.306183601198584,0.0045450031210454,"ITGA7;RTF1"
"Leukocyte Cell-Cell Adhesion (GO:0007159)","2/31",0.985265584823659,0.999996292850528,0,0,0.306183601198584,0.0045450031210454,"SEMA4D;TNIP1"
"Modulation Of Excitatory Postsynaptic Potential (GO:0098815)","2/31",0.985265584823659,0.999996292850528,0,0,0.306183601198584,0.0045450031210454,"SLC8A3;TMEM108"
"Negative Chemotaxis (GO:0050919)","2/31",0.985265584823659,0.999996292850528,0,0,0.306183601198584,0.0045450031210454,"SEMA6C;SEMA4D"
"Negative Regulation Of DNA Biosynthetic Process (GO:2000279)","2/31",0.985265584823659,0.999996292850528,0,0,0.306183601198584,0.0045450031210454,"ANKRD1;GDF1"
"Non-Motile Cilium Assembly (GO:1905515)","2/31",0.985265584823659,0.999996292850528,0,0,0.306183601198584,0.0045450031210454,"TOGARAM1;FUZ"
"Positive Regulation Of Leukocyte Migration (GO:0002687)","2/31",0.985265584823659,0.999996292850528,0,0,0.306183601198584,0.0045450031210454,"MADCAM1;PRSS56"
"Protein Localization To Chromosome (GO:0034502)","3/40",0.985296442092995,0.999996292850528,0,0,0.359893953899403,0.00533101076165483,"SLF2;PARP1;BOD1"
"Retinoid Metabolic Process (GO:0001523)","3/40",0.985296442092995,0.999996292850528,0,0,0.359893953899403,0.00533101076165483,"AKR1B10;AKR1B1;BCO2"
"Axon Guidance (GO:0007411)","18/149",0.985636194050006,0.999996292850528,0,0,0.608865822203193,0.00880904880740806,"RET;LGI1;SEMA6C;SEMA4D;NEXN;KALRN;ARHGAP35;MYPN;RPS6KA5;GDNF;DPYSL5;FEZ2;DAG1;ANOS1;PRKCQ;NCAM1;EPHB1;SCN1B"
"Cholesterol Homeostasis (GO:0042632)","7/72",0.98576573395788,0.999996292850528,0,0,0.477712031558185,0.0068487400106466,"FABP3;ABCA5;CAV3;CNBP;TMEM97;FGFR4;HDAC9"
"Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)","7/72",0.98576573395788,0.999996292850528,0,0,0.477712031558185,0.0068487400106466,"GPI;GDF9;USP15;JUN;SMAD3;ZFYVE9;WFIKKN2"
"Aminoglycan Biosynthetic Process (GO:0006023)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"B4GAT1"
"Endocardial Cushion Morphogenesis (GO:0003203)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"NOG"
"Lipid Catabolic Process (GO:0016042)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"SIRT2"
"Macrophage Differentiation (GO:0030225)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"PARP1"
"Negative Regulation Of Biomineral Tissue Development (GO:0070168)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"ROCK2"
"Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"UBQLN4"
"Peptide Catabolic Process (GO:0043171)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"NPEPPS"
"poly(A)+ mRNA Export From Nucleus (GO:0016973)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"DDX19A"
"Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"RRM2B"
"Positive Regulation Of Interferon-Alpha Production (GO:0032727)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"MAVS"
"Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"UBB"
"Regulation Of Lipid Storage (GO:0010883)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"PLIN5"
"Zinc Ion Transmembrane Transport (GO:0071577)","1/21",0.985925333562443,0.999996292850528,0,0,0.222045206971678,0.00314741394943042,"SLC30A2"
"Endocytosis (GO:0006897)","24/189",0.986015546598626,0.999996292850528,0,0,0.644241261615885,0.00907295093783868,"RAB5B;CAV3;ZFYVE9;INPPL1;TSC2;C1ORF43;LRP3;ADRB2;VLDLR;EPS15L1;RHOBTB1;LRP1B;EPN1;JMJD6;RHOBTB2;HOOK2;BIN1;MYL1;CLTCL1;TOM1;TMEM108;OCIAD1;RHOQ;PDLIM7"
"Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260)","5/57",0.986444030697998,0.999996292850528,0,0,0.426636817381092,0.00582303381513643,"MED14;SRF;TAF8;MED9;TAF7"
"Negative Regulation Of Cell Population Proliferation (GO:0008285)","54/379",0.986557237616748,0.999996292850528,0,0,0.734676387442345,0.00994306196214723,"MSTN;CELF1;AKR1B1;NUDT6;STK11;SPEG;EMD;HRAS;NKX3-1;MYOG;NOG;MED9;TSC2;TSC1;PROX1;WNT9A;KAT2B;MN1;DDAH1;COL4A3;ULK1;RAF1;GAS8;CTBP1;HPN;FOXO4;TOB2;TOB1;DNAJB2;PAK1;FRZB;ERBB4;POLR2D;SMYD2;MFN2;PPARGC1A;ZBTB17;SMAD3;INCA1;DAB2IP;FUZ;BMP5;FABP3;CNOT7;PRKRA;WNK2;FABP7;DNAJA3;NEURL1;AQP11;ZNF777;NF2;COPS8;TRIM32"
"Regulation Of Organelle Assembly (GO:1902115)","8/80",0.986708773910139,0.999996292850528,0,0,0.492799757465515,0.00659383076216614,"MTMR3;RABGAP1;RAB1B;RDX;TBC1D8;FUZ;NF2;TBC1D17"
"Regulation Of Protein Localization To Plasma Membrane (GO:1903076)","8/80",0.986708773910139,0.999996292850528,0,0,0.492799757465515,0.00659383076216614,"ARHGEF16;VPS4A;STAC3;AKR1B1;ZDHHC7;ZDHHC2;SQSTM1;RHOQ"
"Positive Regulation Of DNA Biosynthetic Process (GO:2000573)","6/65",0.986804584078405,0.999996292850528,0,0,0.451151590225234,0.00599275888267058,"HSP90AB1;TNIP1;PRKCQ;CCT7;MAP2K7;FGFR4"
"Cell-Matrix Adhesion (GO:0007160)","12/109",0.98708407941995,0.999996292850528,0,0,0.548438965186122,0.00712973743981379,"DDR1;ACTN3;ACTN2;ITGA7;TSC1;MADCAM1;ITGAE;ITGB6;WHAMM;PKD1;TMEM8B;BCAT2"
"Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)","12/109",0.98708407941995,0.999996292850528,0,0,0.548438965186122,0.00712973743981379,"BCL2L13;FIS1;NDUFA13;SMAD3;CRADD;AIFM1;FAM162A;COL4A3;CYCS;MAPT;UACA;NKX3-1"
"Monocarboxylic Acid Transport (GO:0015718)","7/73",0.987437122857848,0.999996292850528,0,0,0.470445039593976,0.005947581320086,"ABCC2;SLC16A1;SLC6A8;ABCB4;FABP7;GOT2;SLC16A12"
"Sterol Homeostasis (GO:0055092)","7/73",0.987437122857848,0.999996292850528,0,0,0.470445039593976,0.005947581320086,"FABP3;ABCA5;CAV3;CNBP;TMEM97;FGFR4;HDAC9"
"DNA Duplex Unwinding (GO:0032508)","3/41",0.987454738597439,0.999996292850528,0,0,0.350401548831206,0.0044236855565847,"SUPV3L1;DDX1;TWNK"
"Axoneme Assembly (GO:0035082)","3/41",0.987454738597439,0.999996292850528,0,0,0.350401548831206,0.0044236855565847,"CFAP46;TOGARAM1;GAS8"
"Positive Regulation Of Response To Biotic Stimulus (GO:0002833)","3/41",0.987454738597439,0.999996292850528,0,0,0.350401548831206,0.0044236855565847,"AKIRIN2;POLR3D;SH2D1B"
"Chromosome Condensation (GO:0030261)","2/32",0.987635356348583,0.999996292850528,0,0,0.295959320802688,0.00368224355721252,"AIFM1;TTN"
"Left/Right Pattern Formation (GO:0060972)","2/32",0.987635356348583,0.999996292850528,0,0,0.295959320802688,0.00368224355721252,"TBX1;PITX2"
"Regulation Of Double-Strand Break Repair (GO:2000779)","9/88",0.987708147397749,0.999996292850528,0,0,0.505195953789177,0.00624827479372316,"SMARCD3;SLF2;BCL7A;PHF10;VPS72;RUVBL2;BCL7B;DPF3;DMAP1"
"Cytoskeleton-Dependent Cytokinesis (GO:0061640)","8/81",0.988215393688892,0.999996292850528,0,0,0.486019174344503,0.00576156056564637,"CECR2;ROCK2;DCTN3;VPS4A;EXOC4;EXOC3;EXOC6;ANK3"
"Spindle Assembly (GO:0051225)","8/81",0.988215393688892,0.999996292850528,0,0,0.486019174344503,0.00576156056564637,"ABRAXAS1;TUBGCP5;MAPRE3;CEP63;TUBGCP4;CLASP1;SAC3D1;CLASP2"
"Protein Processing (GO:0016485)","13/117",0.98835245128758,0.999996292850528,0,0,0.554064207650273,0.00649136792890005,"STOML2;ATP23;PSEN2;OMA1;SPG7;AFG3L2;IMMP1L;IMMP2L;PITRM1;HJV;DDI2;TLL2;FXN"
"Negative Regulation Of Growth (GO:0045926)","14/124",0.988400206836422,0.999996292850528,0,0,0.564083579716266,0.00658149909488504,"TSPYL2;NDUFA13;SMAD3;FHL1;OSGIN1;OSGIN2;RTN4;DNAJB2;STK11;BCL6;PPP2R1A;FRZB;MYL2;NDUFS3"
