"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Protein K63-linked Ubiquitination (GO:0070534)","13/54",0.179668783082203,0.999996292850528,0,0,1.41088897774224,2.42198876110103,"PRKN;UBE2D4;UBE2B;UBE2E3;PELI3;ZFP91;UBE2G1;RNF5;RNF115;RNF126;HECTD1;NEDD4;STUB1"
"Regulation Of Myeloid Cell Differentiation (GO:0045637)","7/26",0.187021513540761,0.999996292850528,0,0,1.63890085278663,2.74766910677691,"HSPA9;CNOT4;CSF3;HOXA9;MEF2C;PRMT1;ZBTB16"
"Regulation Of Transcription By RNA Polymerase III (GO:0006359)","7/26",0.187021513540761,0.999996292850528,0,0,1.63890085278663,2.74766910677691,"RPTOR;PRDX5;ICE1;ZC3H8;ZNF76;MAF1;MTOR"
"DNA Biosynthetic Process (GO:0071897)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"POLDIP2;RRM2B;POLD2;WRNIP1;POLL"
"DNA Modification (GO:0006304)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"EXOSC5;NEIL2;PARP1;PARP2;UNG"
"NLS-bearing Protein Import Into Nucleus (GO:0006607)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"KPNA4;KPNA5;KPNA3;IPO5;KPNA1"
"Cellular Response To Alkaloid (GO:0071312)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"RYR1;GSTM2;CASQ2;CACNA1S;RYR3"
"Negative Regulation Of Insulin Secretion (GO:0046676)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"PRKN;KCNJ11;IRS1;KCNB1;SIRT4"
"Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"PRKN;PINK1;HSPB1;PARK7;NOL3"
"Negative Regulation Of Striated Muscle Cell Differentiation (GO:0051154)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"HDAC4;HDAC5;GSK3A;BHLHE41;SOX6"
"Neural Tube Development (GO:0021915)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"DVL1;FUZ;PROX1;ZNF358;PKD1"
"Nicotinamide Nucleotide Metabolic Process (GO:0046496)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"NADK2;MDH1;NMRK2;IDH2;GPD1L"
"Polyol Metabolic Process (GO:0019751)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"INPP5A;PPIP5K1;IMPA2;INPP5J;IP6K3"
"Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"MEF2A;CAMK2D;PARP1;ROCK2;AKAP6"
"Positive Regulation Of Heart Rate (GO:0010460)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"PDE4D;TPM1;HRC;ATP2A2;SCN3B"
"Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"AMIGO1;KCNE5;AKAP9;AKAP6;ATP1B1"
"Regulation Of Tubulin Deacetylation (GO:0090043)","5/17",0.188571045573124,0.999996292850528,0,0,1.85330334423846,3.09182972508602,"KAT2B;PRKAA2;SGF29;MAPT;KAT14"
"Cellular Response To Insulin Stimulus (GO:0032869)","22/99",0.191898356211293,0.999996292850528,0,0,1.27166725359001,2.09925487579322,"HDAC5;GSK3A;GOT1;PARP1;IRS1;ZDHHC7;FOXO4;SLC2A4;HDAC9;RAB10;KAT2B;PKM;GRB14;TBC1D4;AKT2;PDK4;ZNF106;LPIN1;SLC25A33;PDK2;RHOQ;SH2B2"
"Organelle Organization (GO:0006996)","84/418",0.194019056685737,0.999996292850528,0,0,1.12069980963123,1.83772230879233,"PLEKHF1;UBXN2A;MAST2;PARK7;PHB2;CHCHD2;OPA1;FAM174B;LONP1;MLST8;MYO18A;TMED1;DNM1L;CLUH;DST;PARP1;COG4;TPM1;SIRT4;SIRT5;PEX1;BCS1L;ANK1;NIPSNAP2;PEX7;HAX1;BIN1;PEX6;TNIK;FAM161B;CHMP6;OBSL1;OPTN;PPID;PLIN5;CFAP61;PRKN;STOML2;STX17;SAR1B;MAPKAP1;RAB1B;ATL2;VPS4A;FITM1;MIEF2;FITM2;NOL3;CAMSAP1;PRDX3;CECR2;STRIP2;VPS51;DYM;PACSIN3;MARK4;PPARGC1A;SEC31B;CLASP1;CLASP2;ZRANB1;PEX19;PTCD2;MTX2;MICAL3;RANBP9;CHCHD10;PEX10;PEX12;MTOR;PEX14;TJAP1;NSFL1C;PINK1;NPLOC4;DES;TMEM11;VAPB;DNAJA3;PLEKHM2;PYROXD2;TMCC1;BRWD1;SLC25A33"
"Blood Circulation (GO:0008015)","12/50",0.195125125196308,0.999996292850528,0,0,1.40505182650699,2.29601522366265,"SGCD;PLN;ACTC1;ROCK2;MYL2;COL4A3;TBC1D8;TNNI3;GCLM;SGCG;TRDN;SOD1"
"Fatty Acid Biosynthetic Process (GO:0006633)","15/65",0.202232061081648,0.999996292850528,0,0,1.33490978676873,2.13363893931628,"GSTM4;HACD1;ASAH2;OXSM;TECR;ABHD1;LIAS;TECRL;ACACB;MCAT;NDUFAB1;MLYCD;HTD2;DECR2;CBR4"
"Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799)","9/36",0.203308166528482,0.999996292850528,0,0,1.48289665211063,2.36230239681837,"RPTOR;CAB39;EGF;PARD3;SPRY2;CALM3;PPEF2;SIRT2;EIF4G1"
"Positive Regulation Of Protein Polymerization (GO:0032273)","16/70",0.203574348428298,0.999996292850528,0,0,1.31846585442429,2.09863373349043,"CSF3;CAV3;ARL2;SLAIN2;LMOD2;CLIP1;PAK1;PINK1;BIN1;CDC42EP3;DRG1;TOGARAM1;MAPT;CLASP1;CDK5RAP2;PFN2"
"ATP Transport (GO:0015867)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"SLC25A42;SLC25A23;SLC25A4;SLC25A25"
"N-terminal Protein Amino Acid Modification (GO:0031365)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"NAA50;METAP1D;NAA35;PFDN1"
"Cellular Modified Amino Acid Catabolic Process (GO:0042219)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"ALDH4A1;GOT2;HOGA1;PRODH"
"Cytoplasmic Sequestering Of Transcription Factor (GO:0042994)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"FAF1;G3BP2;KEAP1;PKD1"
"Ether Lipid Metabolic Process (GO:0046485)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"GNPAT;PEX7;DHRS7B;PLA2G6"
"Intracellular Potassium Ion Homeostasis (GO:0030007)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"ATP1A4;ATP1A2;ATP1B1;KCNJ2"
"Membrane Depolarization (GO:0051899)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"ATP5IF1;SCN5A;SCN3B;SCN1B"
"Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"GPC1;SPRY3;SPRY2;FUZ"
"Nucleotide-Sugar Metabolic Process (GO:0009225)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"GALT;PARG;UGP2;ENTPD5"
"Outer Mitochondrial Membrane Organization (GO:0007008)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"TOMM70;MTCH2;SAMM50;MTX2"
"Peptidyl-Methionine Modification (GO:0018206)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"METAP1D;NAA30;NAA35;PFDN1"
"Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"IRS1;GKAP1;PTPN11;ECHDC3"
"Positive Regulation Of Fatty Acid Biosynthetic Process (GO:0045723)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"KAT2B;MLXIPL;MID1IP1;SIRT2"
"Protein Insertion Into Mitochondrial Outer Membrane (GO:0045040)","4/13",0.204113336663062,0.999996292850528,0,0,1.97668150570849,3.14110478524634,"TOMM70;MTCH2;SAMM50;MTX2"
"Cytoskeleton-Dependent Intracellular Transport (GO:0030705)","6/22",0.204376977814505,0.999996292850528,0,0,1.66801881647123,2.64846202866317,"HOOK2;KIF13A;KIF1C;MAP6D1;KIF1B;DYNC1I1"
"Inositol Phosphate Metabolic Process (GO:0043647)","6/22",0.204376977814505,0.999996292850528,0,0,1.66801881647123,2.64846202866317,"INPP5A;PPIP5K1;ITPKA;INPP5J;NUDT3;IP6K3"
"Negative Regulation Of Macroautophagy (GO:0016242)","6/22",0.204376977814505,0.999996292850528,0,0,1.66801881647123,2.64846202866317,"PINK1;FEZ2;TSC2;TSC1;UBQLN4;MTOR"
"Regulation Of Catabolic Process (GO:0009894)","6/22",0.204376977814505,0.999996292850528,0,0,1.66801881647123,2.64846202866317,"FAF1;ODC1;UBE3A;ZDHHC7;CHMP6;ZDHHC2"
"Regulation Of Organelle Organization (GO:0033043)","22/100",0.205769138977492,0.999996292850528,0,0,1.25528657410334,1.98460860490013,"PRKN;FIS1;SLC30A9;CENPV;SAR1B;MCRS1;RDX;NEXN;PDE4DIP;MIEF2;MFF;UCHL5;MAVS;PINK1;RUVBL2;AKAP9;TOM1;PREB;NF2;MAPT;DNM1L;SQSTM1"
"Peptidyl-Serine Modification (GO:0018209)","35/166",0.207424640434484,0.999996292850528,0,0,1.18943803532685,1.87097078561912,"CAMK2B;CAMK2D;CAB39;ROCK2;MAST2;CAMK2A;PKD1;IKBKB;MAPK9;AKT2;NTMT1;MKNK2;MAP3K20;TLK2;PRKACA;MARK3;SRPK3;HIPK4;CSNK2A1;DMPK;DYRK1A;DYRK1B;LMTK2;HIPK3;MAPK12;MTOR;HIPK2;PINK1;SBK1;MAPKAPK3;MAPKAPK2;ULK2;MAP3K10;PRKCQ;ULK1"
"Positive Regulation Of Ossification (GO:0045778)","10/41",0.208466345422711,0.999996292850528,0,0,1.4351007899395,2.25020598365772,"RXRB;MEF2C;PKDCC;RXRA;SLC20A2;ZBTB16;FZD9;PTPN11;OXSR1;ACVR2B"
"Regulation Of Dendrite Development (GO:0050773)","10/41",0.208466345422711,0.999996292850528,0,0,1.4351007899395,2.25020598365772,"SEMA4D;NEDD4;HECW1;DAB2IP;NEDD4L;COBL;VLDLR;RTN4IP1;TNIK;BMP5"
"Regulation Of Cold-Induced Thermogenesis (GO:0120161)","31/146",0.212012625219906,0.999996292850528,0,0,1.1999426975145,1.86124246136415,"ACHE;CEBPB;FH;THRA;PWWP2B;ADRB2;OMA1;HOXC10;STK11;SLN;CPT2;HSF1;MFN2;PPARGC1A;DECR1;MAP2K6;PRKAB2;ACTN3;PLCL1;NRDC;PLCL2;ACOT13;ESRRG;ACVR2B;GADD45G;CNKSR2;HADHA;GNAS;PGAM5;LPIN1;ATF4"
"Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)","11/46",0.212339464738739,0.999996292850528,0,0,1.39823671686042,2.16666432168906,"STK11;ACTN3;PLCL1;NRDC;PLCL2;ACOT13;PGAM5;ACVR2B;HOXC10;MAP2K6;ATF4"
"Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)","7/27",0.215057132486051,0.999996292850528,0,0,1.55686033824332,2.39266322966374,"HSPA9;HSPA8;HSPA1L;DNAJB5;ST13;DNAJB4;HSPA2"
"Phospholipid Biosynthetic Process (GO:0008654)","7/27",0.215057132486051,0.999996292850528,0,0,1.55686033824332,2.39266322966374,"IDI1;PCYT2;IDI2;FITM1;FITM2;HDHD5;AGPAT3"
"Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)","12/51",0.215242680347081,0.999996292850528,0,0,1.36894081062341,2.10267822062254,"PAK1;SYNPO2L;LIMCH1;ROCK2;FHOD1;SYNPO2;TPM1;TESK1;ARHGEF10L;NF2;SYNPO;PFN2"
"Protein Stabilization (GO:0050821)","43/208",0.217192648980244,0.999996292850528,0,0,1.16030720427415,1.77175491359931,"PRKN;USP13;GPI;URI1;HSP90AB1;PARK7;PHB2;RPAP3;RTN4;USP19;BAG6;RAB21;TMEM88;BAG3;RUVBL2;BAG1;DVL1;CDC37L1;DVL3;ZSWIM7;CCT7;PPARGC1A;PEX19;CSNK2A1;UBE2B;VBP1;USP2;TSC1;ATP1B1;PDCL3;PINK1;PER3;PRKRA;CDC37;PEX6;PIN1;PFDN1;STUB1;CEP63;CRYAB;GAPDH;PFN2;OTUD3"
"IMP Metabolic Process (GO:0046040)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"NT5C1A;AMPD1;NT5C2"
"Autophagy Of Peroxisome (GO:0030242)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"PEX5;USP30;SQSTM1"
"Calcium Ion Transport Into Cytosol (GO:0060402)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"JPH2;CACNA2D1;JPH1"
"Cellular Response To Oxygen Levels (GO:0071453)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"NDUFS2;PICK1;CPEB4"
"Glycerolipid Metabolic Process (GO:0046486)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"GAL3ST1;DGKB;PGPEP1"
"Mitochondrial DNA Replication (GO:0006264)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"RRM2B;TWNK;POLG"
"Mitotic Nuclear Membrane Organization (GO:0101024)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"VPS4A;BANF1;SIRT2"
"Mitotic Nuclear Membrane Reassembly (GO:0007084)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"VPS4A;BANF1;SIRT2"
"Negative Regulation Of Necroptotic Process (GO:0060546)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"FZD9;SLC25A4;YBX3"
"Neurotransmitter Receptor Transport To Postsynaptic Membrane (GO:0098969)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"LRRC7;SCRIB;GRIP2"
"Nucleoside Metabolic Process (GO:0009116)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"NT5C3A;NT5C1A;MACROD1"
"Peptidyl-Cysteine Modification (GO:0018198)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"PRDX3;NOS1;PARK7"
"Positive Regulation Of ATP Metabolic Process (GO:1903580)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"PINK1;PPARA;PPARGC1A"
"Positive Regulation Of Protein Sumoylation (GO:0033235)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"HDAC4;RASD2;RWDD3"
"Positive Regulation Of Smooth Muscle Contraction (GO:0045987)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"SRF;TACR2;SPX"
"Protein K11-linked Deubiquitination (GO:0035871)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"OTUD7B;USP30;OTUD3"
"Regulation Of Long-Term Synaptic Depression (GO:1900452)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"KCNB1;MAPT;NOL3"
"Regulation Of Phospholipid Metabolic Process (GO:1903725)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"DNAJC19;MTMR3;PHB2"
"Regulation Of Sequestering Of Calcium Ion (GO:0051282)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"ANXA6;MTLN;TRDN"
"Serine Family Amino Acid Catabolic Process (GO:0009071)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"GCSH;GLDC;THNSL2"
"Tetrapyrrole Metabolic Process (GO:0033013)","3/9",0.21955049694306,0.999996292850528,0,0,2.22356948228883,3.37131605383985,"MMAB;MMACHC;MMADHC"
"Negative Regulation Of Supramolecular Fiber Organization (GO:1902904)","16/71",0.22077525207244,0.999996292850528,0,0,1.2944141994183,1.95535510350848,"PRKN;HSPA8;CAV3;VBP1;MID1IP1;DYRK1A;TWF2;SSH2;CHADL;PFDN1;FGF13;CRYAB;TRIM54;CLASP1;PFN2;CLASP2"
"Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)","8/32",0.22251893456614,0.999996292850528,0,0,1.48276489313324,2.22821468512586,"BAG6;HSP90AB1;UBXN1;SGTA;TLK2;PARK7;KLHL40;UCHL5"
"Neural Tube Closure (GO:0001843)","8/32",0.22251893456614,0.999996292850528,0,0,1.48276489313324,2.22821468512586,"CSRP3;MTHFD1;DVL1;DVL3;COBL;TSC2;FUZ;SCRIB"
"Detection Of Mechanical Stimulus (GO:0050982)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"CSRP3;TCAP;PKD2L2;PKD1;TTN"
"fatty-acyl-CoA Metabolic Process (GO:0035337)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"GCDH;DGAT1;NUDT19;FITM2;HTD2"
"Maintenance Of Protein Location In Nucleus (GO:0051457)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"SUN1;TAF8;CHCHD10;PARK7;SKP1"
"Membrane Repolarization (GO:0086009)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"KCNE2;KCNE5;ATP1A2;ATP1B1;KCNJ2"
"Negative Regulation Of ERBB Signaling Pathway (GO:1901185)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"RNF115;RNF126;DUSP3;DAB2IP;PTPN3"
"Negative Regulation Of Peptide Hormone Secretion (GO:0090278)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"PRKN;KCNJ11;IRS1;KCNB1;SIRT4"
"Neuromuscular Synaptic Transmission (GO:0007274)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"CHRNA1;CHRNB1;DTNA;STAC3;KIF1B"
"Positive Regulation Of Cation Transmembrane Transport (GO:1904064)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"AMIGO1;KCNE5;AKAP6;ANK3;NOS1"
"Positive Regulation Of Glycolytic Process (GO:0045821)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"RPTOR;MLXIPL;PRKAA2;MLST8;MTOR"
"Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901028)","5/18",0.224133281663051,0.999996292850528,0,0,1.71063669155272,2.55828179965396,"GSK3A;MPV17L;FZD9;CHCHD10;SLC25A4"
"Protein Localization To Plasma Membrane (GO:0072659)","29/137",0.226635392510837,0.999996292850528,0,0,1.19514320852136,1.77408582064897,"SPTBN4;RAB3A;PLEKHF1;ROCK2;ZDHHC7;ZDHHC2;IKBKB;RAB40B;TMEM88;SCN3B;CLASP2;TMEM150A;CAV3;ACTN2;KCNB1;RDX;TTC7B;ANK3;ATP1B1;ANK1;EFR3B;RAB10;PACS2;PRPH2;RAB12;SLMAP;TNIK;FGF13;RAMP1"
"Negative Regulation Of Transferase Activity (GO:0051348)","9/37",0.227825925111799,0.999996292850528,0,0,1.4298483312539,2.11499365763745,"EIF4A2;PRDX3;GSK3A;NPRL2;GDF1;BANF1;PARK7;MAPT;PHPT1"
"Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666)","9/37",0.227825925111799,0.999996292850528,0,0,1.4298483312539,2.11499365763745,"PTPA;PPP1R2;HSP90AB1;BOD1;PPP6R2;CRY2;TSC1;CALM3;MTOR"
"DNA Methylation Involved In Embryo Development (GO:0043045)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"ZDBF2;PICK1"
"L-phenylalanine Catabolic Process (GO:0006559)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"GSTZ1;QDPR"
"L-phenylalanine Metabolic Process (GO:0006558)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"GSTZ1;QDPR"
"PML Body Organization (GO:0030578)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"SERBP1;HIPK2"
"RNA Decapping (GO:0110154)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"NUDT3;NUDT12"
"Axo-Dendritic Transport (GO:0008088)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"HSPA8;MAPT"
"Cellular Response To Magnesium Ion (GO:0071286)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"SLC41A1;RYR3"
"Cerebral Cortex Cell Migration (GO:0021795)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"FGF13;PEX13"
"Dendrite Extension (GO:0097484)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"CDKL3;TMEM108"
"Enamel Mineralization (GO:0070166)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"TBX1;STIM1"
"Erythrose 4-Phosphate/Phosphoenolpyruvate Family Amino Acid Catabolic Process (GO:1902222)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"GSTZ1;QDPR"
"Glyoxylate Metabolic Process (GO:0046487)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"GRHPR;HOGA1"
"Hepatocyte Differentiation (GO:0070365)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"PROX1;E2F8"
"Inclusion Body Assembly (GO:0070841)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"PRKN;MAPT"
"Intracellular Water Homeostasis (GO:0009992)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"AQP11;AQP4"
"Medium-Chain fatty-acyl-CoA Metabolic Process (GO:0036112)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"NUDT8;NUDT19"
"Negative Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034316)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"PICK1;CTNNA2"
"Negative Regulation Of Calcium Ion Import (GO:0090281)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"PLN;SLN"
"Negative Regulation Of Cardiac Muscle Tissue Growth (GO:0055022)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"NOG;POLR2D"
"Negative Regulation Of Cytokinesis (GO:0032466)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"VPS4A;E2F8"
"Negative Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000323)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"PER1;CRY2"
"Negative Regulation Of Heterochromatin Formation (GO:0031452)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"DYRK1A;TET1"
"Negative Regulation Of Histone Acetylation (GO:0035067)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"CTBP1;THAP7"
"Negative Regulation Of Protein Polyubiquitination (GO:1902915)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"GPS2;PLAA"
"Negative Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0097201)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"JUN;SIRT2"
"Nephron Tubule Development (GO:0072080)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"MEF2C;OXSR1"
"Nucleobase Transport (GO:0015851)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"SLC28A1;SLC29A2"
"Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway (GO:0035872)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"RNF34;MAP2K6"
"Plus-End-Directed Organelle Transport Along Microtubule (GO:0072386)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"KIF13A;MAPT"
"Positive Regulation Of Autophagy Of Mitochondrion In Response To Mitochondrial Depolarization (GO:1904925)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"PRKN;PINK1"
"Positive Regulation Of Mitochondrial Membrane Potential (GO:0010918)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"AKT2;MTLN"
"Proline Metabolic Process (GO:0006560)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"ALDH4A1;PRODH"
"Protein Targeting To Vacuole Involved In Autophagy (GO:0071211)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"HSPA8;SQSTM1"
"Regulation Of Circadian Sleep/Wake Cycle (GO:0042749)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"FXR1;PER3"
"Regulation Of Glycogen (Starch) Synthase Activity (GO:2000465)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"PPP1R3F;GSK3A"
"Regulation Of Hematopoietic Stem Cell Proliferation (GO:1902033)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"KAT7;N4BP2L2"
"Regulation Of Lysosome Organization (GO:1905671)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"LAPTM4B;PPP3CB"
"Regulation Of Mitotic Spindle Checkpoint (GO:1903504)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"LCMT1;CDK5RAP2"
"Regulation Of Morphogenesis Of A Branching Structure (GO:0060688)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"GDNF;RTN4"
"Regulation Of Pentose-Phosphate Shunt (GO:0043456)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"RPTOR;MTOR"
"Regulation Of Peptidyl-Cysteine S-nitrosylation (GO:2000169)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"DMD;SNTA1"
"Regulation Of Protein Deubiquitination (GO:0090085)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"OTUD4;TNIP1"
"Regulation Of Stress Granule Assembly (GO:0062028)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"USP10;G3BP2"
"Regulation Of System Process (GO:0044057)","2/5",0.229606337955562,0.999996292850528,0,0,2.96449650413148,4.36192757808677,"ROCK2;MTG2"
