"","gene","log2FoldChange","padj","pvalue","baseMean","stat"
"EFHD2","EFHD2",-1.2488704592836,1.55030617016021e-11,8.17751831361377e-13,7905.12209097912,-7.15814642840432
"CYBC1","CYBC1",-1.08024287485943,1.56559001550507e-11,8.2626846118645e-13,3676.53625769955,-7.15672561162316
"RIPK3","RIPK3",-1.14251729419096,1.73827612633622e-11,9.22960601528583e-13,492.309067606659,-7.14153247927575
"SLC20A1","SLC20A1",-1.43674723396807,1.76372175288132e-11,9.38188629842657e-13,1760.16755497507,-7.13928320086413
"PAPSS2","PAPSS2",-1.42438354716776,1.80096730987428e-11,9.59385978363374e-13,2782.971076837,-7.13621115395685
"GIMAP7","GIMAP7",-1.10385432284465,1.84216147918561e-11,9.8400573957893e-13,3019.21745455771,-7.13272564501717
"CXCL9","CXCL9",-4.25207526552496,1.85819288871307e-11,9.93648515197154e-13,5485.56567522941,-7.13138375696192
"CPNE8","CPNE8",-0.896281415966496,1.93695302313011e-11,1.03857769277861e-12,704.668164305774,-7.12529531038677
"MESD","MESD",-0.536652324468551,1.93878271120825e-11,1.04012189717719e-12,2446.8739937862,-7.12509067662539
"TSHZ3","TSHZ3",-1.07690459147446,1.94859617132243e-11,1.04651862460066e-12,820.316847404588,-7.12424616322546
"CXorf21","CXorf21",-2.11369573234302,1.95937620041905e-11,1.05344642354353e-12,318.393898073512,-7.12333723145928
"FZD2","FZD2",-1.85175661291542,1.96185984076176e-11,1.05535158158789e-12,429.06023487376,-7.12308830178733
"SP140","SP140",-2.70311539426853,2.0299695683211e-11,1.0925797635933e-12,373.408026299964,-7.11831055434007
"PLAUR","PLAUR",-2.24763895017057,2.06131089435636e-11,1.11004717036618e-12,2308.89529064542,-7.11612365074785
"RAP1B","RAP1B",-0.808352484486737,2.08078427114578e-11,1.12113826622964e-12,11633.0210068425,-7.11475251621824
"APOBEC3G","APOBEC3G",-1.78773770461604,2.15620792398611e-11,1.16428213392883e-12,1131.28538660688,-7.10954253800032
"CXCR3","CXCR3",-3.0218123309069,2.1851120396906e-11,1.18052410649022e-12,316.965710256977,-7.10763013354825
"TAPBP","TAPBP",-1.45041316045958,2.20803359915683e-11,1.19354900895517e-12,8788.02392111692,-7.10611508460846
"MYO1G","MYO1G",-2.42611575347396,2.35219021590305e-11,1.27557195686389e-12,3257.39799288486,-7.09693154868708
"KLHL6","KLHL6",-2.5745469479381,2.44807496550556e-11,1.33183583431855e-12,680.915782800435,-7.09096130550807
"APOL3","APOL3",-1.0312516646323,2.45014659229436e-11,1.33367454222134e-12,3550.09909753569,-7.09077040014757
"CD86","CD86",-2.37549793196375,2.45686969302445e-11,1.33804771535403e-12,1932.46988045532,-7.09031738737891
"RUNX1","RUNX1",-1.45184280207363,2.56114612813206e-11,1.39558212396182e-12,4219.95408372487,-7.08448908339208
"TLR4","TLR4",-1.13346832479711,2.59078808985154e-11,1.41323923339758e-12,5024.3705683309,-7.08274761790188
"SERPINA1","SERPINA1",-2.65922804366124,2.59820604713631e-11,1.41804030514962e-12,7840.56012382483,-7.08227779427883
"CXCL10","CXCL10",-4.30448800671757,2.60061331920758e-11,1.42010951554265e-12,1826.17419928357,-7.08207578642866
